date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:09:09	49174/49174	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:06%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/europa.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/europa.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:09	50178/50178	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:07%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/reino-unido-para-homens.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/reino-unido-para-homens.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:10	50230/50230	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:07%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/reino-unido-para-mulheres.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/reino-unido-para-mulheres.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:10	50012/50012	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:08%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/eua-e-canada-para-homens.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/eua-e-canada-para-homens.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:11	50092/50092	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:08%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/eua-e-canada-para-mulheres.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/eua-e-canada-para-mulheres.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:11	49636/49636	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:09%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/japao-para-homens.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/japao-para-homens.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:12	49692/49692	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:09%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/japao-para-mulheres.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/japao-para-mulheres.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:12	49188/49188	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:10%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/mexico.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/mexico.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:13	49238/49238	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:10%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/brasil.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/brasil.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:13	49892/49892	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:11%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/australia-para-homens.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/australia-para-homens.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:14	49942/49942	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:11%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/australia-para-mulheres.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/australia-para-mulheres.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:14	49486/49486	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:12%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/centimetro.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/centimetro.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:14	49470/49470	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:12%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/mondopoint.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/mondopoint.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:15	49174/49174	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:13%20GMT	https://www.convertworld.com/pt/tamanho-do-calcado/polegadas.html	website/convertworld/www.convertworld.com/pt/tamanho-do-calcado/polegadas.html	(from https://www.convertworld.com/pt/tamanho-do-calcado/)
20:09:15	41679/41679	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:13%20GMT	https://www.convertworld.com/pt/velocidade/km-s.html	website/convertworld/www.convertworld.com/pt/velocidade/km-s.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:16	41489/41489	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:14%20GMT	https://www.convertworld.com/pt/velocidade/m-s.html	website/convertworld/www.convertworld.com/pt/velocidade/m-s.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:16	41635/41635	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:14%20GMT	https://www.convertworld.com/pt/velocidade/km-h.html	website/convertworld/www.convertworld.com/pt/velocidade/km-h.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:17	42225/42225	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:14%20GMT	https://www.convertworld.com/pt/velocidade/milimetro-por-segundo.html	website/convertworld/www.convertworld.com/pt/velocidade/milimetro-por-segundo.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:17	42261/42261	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:15%20GMT	https://www.convertworld.com/pt/velocidade/micrometro-por-segundo.html	website/convertworld/www.convertworld.com/pt/velocidade/micrometro-por-segundo.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:17	41873/41873	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:15%20GMT	https://www.convertworld.com/pt/velocidade/milha-por-segundo.html	website/convertworld/www.convertworld.com/pt/velocidade/milha-por-segundo.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:18	41715/41715	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:16%20GMT	https://www.convertworld.com/pt/velocidade/milha-por-hora.html	website/convertworld/www.convertworld.com/pt/velocidade/milha-por-hora.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:18	41835/41835	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:16%20GMT	https://www.convertworld.com/pt/velocidade/pe-por-segundo.html	website/convertworld/www.convertworld.com/pt/velocidade/pe-por-segundo.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:19	41554/41554	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:17%20GMT	https://www.convertworld.com/pt/velocidade/no.html	website/convertworld/www.convertworld.com/pt/velocidade/no.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:19	41854/41854	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:17%20GMT	https://www.convertworld.com/pt/velocidade/velocidade-da-luz.html	website/convertworld/www.convertworld.com/pt/velocidade/velocidade-da-luz.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:20	41788/41788	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:17%20GMT	https://www.convertworld.com/pt/velocidade/velocidade-do-som.html	website/convertworld/www.convertworld.com/pt/velocidade/velocidade-do-som.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:20	41838/41838	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:18%20GMT	https://www.convertworld.com/pt/velocidade/uma-rapida-caminhada.html	website/convertworld/www.convertworld.com/pt/velocidade/uma-rapida-caminhada.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:20	42624/42624	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:18%20GMT	https://www.convertworld.com/pt/velocidade/velocidade-de-um-caracol-comum.html	website/convertworld/www.convertworld.com/pt/velocidade/velocidade-de-um-caracol-comum.html	(from https://www.convertworld.com/pt/velocidade/)
20:09:21	54413/54413	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:19%20GMT	https://www.convertworld.com/pt/volume/km3.html	website/convertworld/www.convertworld.com/pt/volume/km3.html	(from https://www.convertworld.com/pt/volume/)
20:09:22	54674/54674	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:19%20GMT	https://www.convertworld.com/pt/volume/m3.html	website/convertworld/www.convertworld.com/pt/volume/m3.html	(from https://www.convertworld.com/pt/volume/)
20:09:22	54153/54153	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:20%20GMT	https://www.convertworld.com/pt/volume/hl.html	website/convertworld/www.convertworld.com/pt/volume/hl.html	(from https://www.convertworld.com/pt/volume/)
20:09:23	54467/54467	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:20%20GMT	https://www.convertworld.com/pt/volume/decalitro.html	website/convertworld/www.convertworld.com/pt/volume/decalitro.html	(from https://www.convertworld.com/pt/volume/)
20:09:23	54385/54385	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:21%20GMT	https://www.convertworld.com/pt/volume/dm3.html	website/convertworld/www.convertworld.com/pt/volume/dm3.html	(from https://www.convertworld.com/pt/volume/)
20:09:24	54635/54635	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:21%20GMT	https://www.convertworld.com/pt/volume/litro.html	website/convertworld/www.convertworld.com/pt/volume/litro.html	(from https://www.convertworld.com/pt/volume/)
20:09:24	54115/54115	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:22%20GMT	https://www.convertworld.com/pt/volume/dl.html	website/convertworld/www.convertworld.com/pt/volume/dl.html	(from https://www.convertworld.com/pt/volume/)
20:09:25	54167/54167	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:22%20GMT	https://www.convertworld.com/pt/volume/cl.html	website/convertworld/www.convertworld.com/pt/volume/cl.html	(from https://www.convertworld.com/pt/volume/)
20:09:26	54684/54684	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:23%20GMT	https://www.convertworld.com/pt/volume/cm3.html	website/convertworld/www.convertworld.com/pt/volume/cm3.html	(from https://www.convertworld.com/pt/volume/)
20:09:26	54463/54463	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:24%20GMT	https://www.convertworld.com/pt/volume/ml.html	website/convertworld/www.convertworld.com/pt/volume/ml.html	(from https://www.convertworld.com/pt/volume/)
20:09:27	54387/54387	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:24%20GMT	https://www.convertworld.com/pt/volume/mm3.html	website/convertworld/www.convertworld.com/pt/volume/mm3.html	(from https://www.convertworld.com/pt/volume/)
20:09:27	54149/54149	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:25%20GMT	https://www.convertworld.com/pt/volume/ul.html	website/convertworld/www.convertworld.com/pt/volume/ul.html	(from https://www.convertworld.com/pt/volume/)
20:09:28	56302/56302	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:25%20GMT	https://www.convertworld.com/pt/volume/barril-liquido-seco-imperial-britanico.html	website/convertworld/www.convertworld.com/pt/volume/barril-liquido-seco-imperial-britanico.html	(from https://www.convertworld.com/pt/volume/)
20:09:28	56368/56368	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:26%20GMT	https://www.convertworld.com/pt/volume/alqueire-liquido-seco-imperial-britanico.html	website/convertworld/www.convertworld.com/pt/volume/alqueire-liquido-seco-imperial-britanico.html	(from https://www.convertworld.com/pt/volume/)
20:09:28	54302/54302	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:26%20GMT	https://www.convertworld.com/pt/volume/bique.html	website/convertworld/www.convertworld.com/pt/volume/bique.html	(from https://www.convertworld.com/pt/volume/)
20:09:29	56314/56314	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:27%20GMT	https://www.convertworld.com/pt/volume/galao-liquido-seco-imperial-britanico.html	website/convertworld/www.convertworld.com/pt/volume/galao-liquido-seco-imperial-britanico.html	(from https://www.convertworld.com/pt/volume/)
20:09:29	56424/56424	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:27%20GMT	https://www.convertworld.com/pt/volume/quarto-liquido-seco-imperial-britanico.html	website/convertworld/www.convertworld.com/pt/volume/quarto-liquido-seco-imperial-britanico.html	(from https://www.convertworld.com/pt/volume/)
20:09:30	56274/56274	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:27%20GMT	https://www.convertworld.com/pt/volume/quartilho-liquido-seco-imperial-britanico.html	website/convertworld/www.convertworld.com/pt/volume/quartilho-liquido-seco-imperial-britanico.html	(from https://www.convertworld.com/pt/volume/)
20:09:30	56710/56710	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:28%20GMT	https://www.convertworld.com/pt/volume/onca-fluida-liquido-seco-imperial-britanico.html	website/convertworld/www.convertworld.com/pt/volume/onca-fluida-liquido-seco-imperial-britanico.html	(from https://www.convertworld.com/pt/volume/)
20:09:30	54545/54545	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:28%20GMT	https://www.convertworld.com/pt/volume/pe-de-acre.html	website/convertworld/www.convertworld.com/pt/volume/pe-de-acre.html	(from https://www.convertworld.com/pt/volume/)
20:09:31	54693/54693	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:29%20GMT	https://www.convertworld.com/pt/volume/terreno-cubico.html	website/convertworld/www.convertworld.com/pt/volume/terreno-cubico.html	(from https://www.convertworld.com/pt/volume/)
20:09:31	54311/54311	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:29%20GMT	https://www.convertworld.com/pt/volume/barril.html	website/convertworld/www.convertworld.com/pt/volume/barril.html	(from https://www.convertworld.com/pt/volume/)
20:09:32	54625/54625	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:29%20GMT	https://www.convertworld.com/pt/volume/pe-cubico.html	website/convertworld/www.convertworld.com/pt/volume/pe-cubico.html	(from https://www.convertworld.com/pt/volume/)
20:09:32	55693/55693	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:30%20GMT	https://www.convertworld.com/pt/volume/galao-medida-de-liquido-norte-americana.html	website/convertworld/www.convertworld.com/pt/volume/galao-medida-de-liquido-norte-americana.html	(from https://www.convertworld.com/pt/volume/)
20:09:32	55801/55801	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:30%20GMT	https://www.convertworld.com/pt/volume/quarto-medida-de-liquido-norte-americana.html	website/convertworld/www.convertworld.com/pt/volume/quarto-medida-de-liquido-norte-americana.html	(from https://www.convertworld.com/pt/volume/)
20:09:33	54283/54283	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:31%20GMT	https://www.convertworld.com/pt/volume/quartilho.html	website/convertworld/www.convertworld.com/pt/volume/quartilho.html	(from https://www.convertworld.com/pt/volume/)
20:09:33	54267/54267	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:31%20GMT	https://www.convertworld.com/pt/volume/gill.html	website/convertworld/www.convertworld.com/pt/volume/gill.html	(from https://www.convertworld.com/pt/volume/)
20:09:34	54691/54691	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:31%20GMT	https://www.convertworld.com/pt/volume/onca-fluida.html	website/convertworld/www.convertworld.com/pt/volume/onca-fluida.html	(from https://www.convertworld.com/pt/volume/)
20:09:34	54715/54715	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:32%20GMT	https://www.convertworld.com/pt/volume/polegada-cubica.html	website/convertworld/www.convertworld.com/pt/volume/polegada-cubica.html	(from https://www.convertworld.com/pt/volume/)
20:09:34	54661/54661	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:32%20GMT	https://www.convertworld.com/pt/volume/trago-fluido.html	website/convertworld/www.convertworld.com/pt/volume/trago-fluido.html	(from https://www.convertworld.com/pt/volume/)
20:09:35	54303/54303	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:33%20GMT	https://www.convertworld.com/pt/volume/minima.html	website/convertworld/www.convertworld.com/pt/volume/minima.html	(from https://www.convertworld.com/pt/volume/)
20:09:35	55522/55522	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:33%20GMT	https://www.convertworld.com/pt/volume/barril-eua-medida-seca.html	website/convertworld/www.convertworld.com/pt/volume/barril-eua-medida-seca.html	(from https://www.convertworld.com/pt/volume/)
20:09:36	54882/54882	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:33%20GMT	https://www.convertworld.com/pt/volume/alqueire.html	website/convertworld/www.convertworld.com/pt/volume/alqueire.html	(from https://www.convertworld.com/pt/volume/)
20:09:36	55518/55518	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:34%20GMT	https://www.convertworld.com/pt/volume/bique-eua-medida-seca.html	website/convertworld/www.convertworld.com/pt/volume/bique-eua-medida-seca.html	(from https://www.convertworld.com/pt/volume/)
20:09:37	54298/54298	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:34%20GMT	https://www.convertworld.com/pt/volume/galao.html	website/convertworld/www.convertworld.com/pt/volume/galao.html	(from https://www.convertworld.com/pt/volume/)
20:09:37	54408/54408	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:35%20GMT	https://www.convertworld.com/pt/volume/quarto.html	website/convertworld/www.convertworld.com/pt/volume/quarto.html	(from https://www.convertworld.com/pt/volume/)
20:09:37	55494/55494	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:35%20GMT	https://www.convertworld.com/pt/volume/quartilho-eua-medida-seca.html	website/convertworld/www.convertworld.com/pt/volume/quartilho-eua-medida-seca.html	(from https://www.convertworld.com/pt/volume/)
20:09:38	55478/55478	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:35%20GMT	https://www.convertworld.com/pt/volume/gill-eua-medida-seca.html	website/convertworld/www.convertworld.com/pt/volume/gill-eua-medida-seca.html	(from https://www.convertworld.com/pt/volume/)
20:09:38	54626/54626	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:36%20GMT	https://www.convertworld.com/pt/volume/pe-de-tabua.html	website/convertworld/www.convertworld.com/pt/volume/pe-de-tabua.html	(from https://www.convertworld.com/pt/volume/)
20:09:39	54667/54667	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:36%20GMT	https://www.convertworld.com/pt/volume/koku-japones.html	website/convertworld/www.convertworld.com/pt/volume/koku-japones.html	(from https://www.convertworld.com/pt/volume/)
20:09:39	53983/53983	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:37%20GMT	https://www.convertworld.com/pt/volume/to.html	website/convertworld/www.convertworld.com/pt/volume/to.html	(from https://www.convertworld.com/pt/volume/)
20:09:40	54023/54023	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:37%20GMT	https://www.convertworld.com/pt/volume/sho.html	website/convertworld/www.convertworld.com/pt/volume/sho.html	(from https://www.convertworld.com/pt/volume/)
20:09:41	53991/53991	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:39%20GMT	https://www.convertworld.com/pt/volume/go.html	website/convertworld/www.convertworld.com/pt/volume/go.html	(from https://www.convertworld.com/pt/volume/)
20:09:42	54174/54174	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:39%20GMT	https://www.convertworld.com/pt/volume/xicara.html	website/convertworld/www.convertworld.com/pt/volume/xicara.html	(from https://www.convertworld.com/pt/volume/)
20:09:42	55564/55564	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:40%20GMT	https://www.convertworld.com/pt/volume/colher-de-sopa-cozinha-eua.html	website/convertworld/www.convertworld.com/pt/volume/colher-de-sopa-cozinha-eua.html	(from https://www.convertworld.com/pt/volume/)
20:09:43	55552/55552	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:40%20GMT	https://www.convertworld.com/pt/volume/colher-de-cha-cozinha-eua.html	website/convertworld/www.convertworld.com/pt/volume/colher-de-cha-cozinha-eua.html	(from https://www.convertworld.com/pt/volume/)
20:09:43	54705/54705	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:41%20GMT	https://www.convertworld.com/pt/volume/colher-de-sopa.html	website/convertworld/www.convertworld.com/pt/volume/colher-de-sopa.html	(from https://www.convertworld.com/pt/volume/)
20:09:43	54693/54693	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:41%20GMT	https://www.convertworld.com/pt/volume/colher-de-cha.html	website/convertworld/www.convertworld.com/pt/volume/colher-de-cha.html	(from https://www.convertworld.com/pt/volume/)
20:09:44	54779/54779	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:41%20GMT	https://www.convertworld.com/pt/volume/medida-temperada.html	website/convertworld/www.convertworld.com/pt/volume/medida-temperada.html	(from https://www.convertworld.com/pt/volume/)
20:09:45	40687/40687	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:42%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/bit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/bit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:45	41355/41355	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:43%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/nibble.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/nibble.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:45	40983/40983	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:43%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/kilobit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/kilobit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:46	40977/40977	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:43%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/megabit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/megabit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:47	40981/40981	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:45%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/gigabit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/gigabit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:48	40983/40983	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:45%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/terabit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/terabit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:48	40977/40977	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:46%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/petabit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/petabit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:48	40921/40921	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:46%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/exabit.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/exabit.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:49	40974/40974	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:47%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/byte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/byte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:50	41073/41073	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:47%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/kilobyte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/kilobyte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:50	41073/41073	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:48%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/megabyte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/megabyte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:50	41073/41073	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:48%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/gigabyte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/gigabyte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:51	41073/41073	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:48%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/terabyte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/terabyte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:51	41073/41073	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:49%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/petabyte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/petabyte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:52	41015/41015	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:49%20GMT	https://www.convertworld.com/pt/armazenagem-de-dados/exabyte.html	website/convertworld/www.convertworld.com/pt/armazenagem-de-dados/exabyte.html	(from https://www.convertworld.com/pt/armazenagem-de-dados/)
20:09:52	58960/58960	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:50%20GMT	https://www.convertworld.com/pt/largura-de-banda/bit-por-segundo.html	website/convertworld/www.convertworld.com/pt/largura-de-banda/bit-por-segundo.html	(from https://www.convertworld.com/pt/largura-de-banda/)
20:09:52	59234/59234	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Nov%202021%2023:06:50%20GMT	https://www.convertworld.com/pt/largura-de-banda/kilobit-por-segundo.html	website/convertworld/www.convertworld.com/pt/largura-de-banda/kilobit-por-segundo.html	(from https://www.convertworld.com/pt/largura-de-banda/)
